id,country,male,female,all,year
19,CRC,4,1,5,1976
19,CUB,132,24,156,1976
19,DEN,56,10,66,1976
19,DOM,9,1,10,1976
19,ECU,5,0,5,1976
19,EGY,26,0,26,1976
19,ESP,103,10,113,1976
19,FIJ,1,1,2,1976
19,FIN,77,6,83,1976
19,FRA,177,29,206,1976
19,FRG,233,57,290,1976
19,GBR,176,66,242,1976
19,GDR,154,113,267,1976
19,GRE,34,2,36,1976
19,GUA,26,2,28,1976
19,HAI,10,3,13,1976
19,HKG,23,2,25,1976
19,HON,3,0,3,1976
19,HUN,124,54,178,1976
19,INA,5,2,7,1976
19,IND,26,0,26,1976
19,IRI,80,4,84,1976
19,IRL,41,3,44,1976
19,ISL,9,4,13,1976
19,ISR,24,2,26,1976
19,ISV,19,2,21,1976
19,ITA,183,27,210,1976
19,JAM,11,9,20,1976
19,JPN,153,60,213,1976
19,KOR,38,12,50,1976
19,KSA,14,0,14,1976
19,KUW,15,0,15,1976
19,LBN,3,0,3,1976
19,LIE,4,2,6,1976
19,LUX,8,0,8,1976
19,MAR,9,0,9,1976
19,MAS,23,0,23,1976
19,MEX,92,5,97,1976
19,MGL,30,2,32,1976
19,MON,8,0,8,1976
19,NCA,15,0,15,1976
19,NED,72,36,108,1976
19,NEP,1,0,1,1976
19,NOR,60,6,66,1976
19,NZL,71,9,80,1976
19,PAK,24,0,24,1976
19,PAN,7,1,8,1976
19,PAR,4,0,4,1976
19,PER,0,13,13,1976
19,PHI,13,1,14,1976
19,PNG,6,0,6,1976
19,POL,180,27,207,1976
19,POR,19,0,19,1976
19,PRK,36,2,38,1976
19,PUR,73,7,80,1976
19,ROU,103,54,157,1976
19,SEN,19,2,21,1976
19,SGP,3,1,4,1976
19,SMR,8,2,10,1976
19,SUI,47,3,50,1976
19,SUR,3,0,3,1976
19,SWE,99,17,116,1976
19,TCH,125,38,163,1976
19,THA,39,3,42,1976
19,TTO,13,0,13,1976
19,TUN,14,1,15,1976
19,TUR,26,1,27,1976
19,URS,285,125,410,1976
19,URU,7,2,9,1976
19,USA,278,118,396,1976
19,VEN,23,9,32,1976
19,YUG,83,5,88,1976
20,AFG,11,0,11,1980
20,ALG,54,0,54,1980
20,AND,2,0,2,1980
20,ANG,10,1,11,1980
20,AUS,92,28,120,1980
20,AUT,64,19,83,1980
20,BEL,43,16,59,1980
20,BEN,15,1,16,1980
20,BOT,7,0,7,1980
20,BRA,91,15,106,1980
20,BUL,183,88,271,1980
20,CGO,9,14,23,1980
20,CMR,22,3,25,1980
20,COL,23,0,23,1980
20,CRC,28,1,29,1980
20,CUB,174,33,207,1980
20,CYP,12,2,14,1980
20,DEN,55,3,58,1980
20,DOM,5,1,6,1980
20,ECU,11,1,12,1980
20,ESP,146,9,155,1980
20,ETH,39,2,41,1980
20,FIN,99,6,105,1980
20,FRA,98,23,121,1980
20,GBR,149,70,219,1980
20,GDR,222,124,346,1980
20,GRE,38,3,41,1980
20,GUA,10,0,10,1980
20,GUI,9,0,9,1980
20,GUY,7,1,8,1980
20,HUN,182,81,263,1980
20,IND,56,16,72,1980
20,IRL,44,3,47,1980
20,IRQ,43,0,43,1980
20,ISL,9,0,9,1980
20,ITA,121,38,159,1980
20,JAM,11,7,18,1980
20,JOR,4,0,4,1980
20,KUW,56,0,56,1980
20,LAO,17,2,19,1980
20,LBA,27,2,29,1980
20,LBN,15,0,15,1980
20,LES,5,0,5,1980
20,LUX,3,0,3,1980
20,MAD,8,3,11,1980
20,MEX,36,9,45,1980
20,MGL,39,4,43,1980
20,MLI,6,1,7,1980
20,MLT,7,1,8,1980
20,MOZ,12,2,14,1980
20,MYA,2,0,2,1980
20,NCA,3,2,5,1980
20,NED,57,18,75,1980
20,NEP,10,0,10,1980
20,NGR,38,6,44,1980
20,NZL,4,0,4,1980
20,PER,14,14,28,1980
20,POL,232,74,306,1980
20,POR,10,1,11,1980
20,PRK,39,8,47,1980
20,PUR,3,0,3,1980
20,ROU,156,70,226,1980
20,SEN,30,2,32,1980
20,SEY,9,2,11,1980
20,SLE,12,2,14,1980
20,SMR,16,0,16,1980
20,SRI,4,0,4,1980
20,SUI,67,6,73,1980
20,SWE,122,23,145,1980
20,SYR,65,2,67,1980
20,TAN,36,5,41,1980
20,TCH,161,47,208,1980
20,TTO,9,0,9,1980
20,UGA,13,0,13,1980
20,URS,340,149,489,1980
20,VEN,37,0,37,1980
20,VIE,22,8,30,1980
20,YUG,136,28,164,1980
20,ZAM,37,0,37,1980
20,ZIM,23,19,42,1980
21,AHO,3,5,8,1984
21,ALG,33,0,33,1984
21,AND,2,0,2,1984
21,ANT,10,4,14,1984
21,ARG,71,10,81,1984
21,AUS,169,73,242,1984
21,AUT,72,31,103,1984
21,BAH,17,5,22,1984
21,BAN,1,0,1,1984
21,BAR,13,3,16,1984
21,BEL,47,16,63,1984
21,BEN,3,0,3,1984
21,BER,11,1,12,1984
21,BHU,3,3,6,1984
21,BIZ,11,0,11,1984
21,BOL,10,1,11,1984
21,BOT,7,0,7,1984
21,BRA,126,21,147,1984
21,BRN,10,0,10,1984
21,CAF,3,0,3,1984
21,CAN,257,151,408,1984
21,CAY,7,1,8,1984
21,CGO,8,1,9,1984
21,CHA,3,0,3,1984
21,CHI,50,2,52,1984
21,CHN,132,83,215,1984
21,CIV,14,1,15,1984
21,CMR,42,4,46,1984
21,COD,7,1,8,1984
21,COL,36,3,39,1984
21,CRC,27,1,28,1984
21,CYP,10,0,10,1984
21,DEN,49,11,60,1984
21,DJI,3,0,3,1984
21,DOM,15,4,19,1984
21,ECU,10,1,11,1984
21,EGY,108,6,114,1984
21,ESA,9,1,10,1984
21,ESP,163,16,179,1984
21,FIJ,11,3,14,1984
21,FIN,73,13,86,1984
21,FRA,189,49,238,1984
21,FRG,268,123,391,1984
21,GAB,2,2,4,1984
21,GAM,6,4,10,1984
21,GBR,229,108,337,1984
21,GEQ,4,0,4,1984
21,GHA,14,7,21,1984
21,GRE,59,4,63,1984
21,GRN,5,1,6,1984
21,GUA,20,4,24,1984
21,GUI,1,0,1,1984
21,GUY,8,2,10,1984
21,HAI,1,2,3,1984
21,HKG,36,11,47,1984
21,HON,7,3,10,1984
21,INA,13,3,16,1984
21,IND,42,6,48,1984
21,IRL,28,14,42,1984
21,IRQ,23,0,23,1984
21,ISL,27,3,30,1984
21,ISR,24,8,32,1984
21,ISV,26,3,29,1984
21,ITA,222,46,268,1984
21,IVB,9,0,9,1984
21,JAM,31,14,45,1984
21,JOR,12,1,13,1984
21,JPN,174,52,226,1984
21,KEN,56,5,61,1984
21,KOR,116,59,175,1984
21,KSA,37,0,37,1984
21,KUW,23,0,23,1984
21,LBN,21,1,22,1984
21,LBR,6,1,7,1984
21,LES,4,0,4,1984
21,LIE,5,2,7,1984
21,LUX,4,1,5,1984
21,MAD,5,0,5,1984
21,MAR,33,1,34,1984
21,MAS,20,1,21,1984
21,MAW,15,0,15,1984
21,MEX,77,22,99,1984
21,MLI,4,0,4,1984
21,MLT,5,2,7,1984
21,MON,8,0,8,1984
21,MOZ,8,1,9,1984
21,MRI,3,1,4,1984
21,MTN,2,0,2,1984
21,MYA,1,0,1,1984
21,NCA,5,0,5,1984
21,NED,82,54,136,1984
21,NEP,10,0,10,1984
21,NGR,30,2,32,1984
21,NIG,4,0,4,1984
21,NOR,84,19,103,1984
21,NZL,98,32,130,1984
21,OMA,16,0,16,1984
21,PAK,31,0,31,1984
21,PAN,7,1,8,1984
21,PAR,14,0,14,1984
21,PER,19,16,35,1984
21,PHI,15,4,19,1984
21,PNG,4,3,7,1984
21,POR,29,9,38,1984
21,PUR,43,8,51,1984
21,QAT,24,0,24,1984
21,ROU,71,53,124,1984
21,RWA,2,1,3,1984
21,SAM,8,0,8,1984
21,SEN,23,1,24,1984
21,SEY,8,1,9,1984
21,SGP,5,0,5,1984
21,SLE,6,1,7,1984
21,SMR,18,1,19,1984
21,SOL,3,0,3,1984
21,SOM,7,0,7,1984
21,SRI,4,0,4,1984
21,SUD,7,0,7,1984
21,SUI,102,27,129,1984
21,SUR,5,0,5,1984
21,SWE,131,43,174,1984
21,SWZ,8,0,8,1984
21,SYR,9,0,9,1984
21,TAN,16,2,18,1984
21,TGA,7,0,7,1984
21,THA,25,10,35,1984
21,TOG,6,0,6,1984
21,TPE,31,7,38,1984
21,TTO,11,5,16,1984
21,TUN,22,1,23,1984
21,TUR,45,1,46,1984
21,UAE,7,0,7,1984
21,UGA,24,2,26,1984
21,URU,17,1,18,1984
21,USA,339,183,522,1984
21,VEN,25,1,26,1984
21,YAR,2,0,2,1984
21,YUG,105,34,139,1984
21,ZAM,16,0,16,1984
21,ZIM,12,3,15,1984
22,AFG,5,0,5,1988
22,AHO,2,1,3,1988
22,ALG,40,2,42,1988
22,AND,3,0,3,1988
22,ANG,19,5,24,1988
22,ANT,12,3,15,1988
22,ARG,93,25,118,1988
22,ARU,4,4,8,1988
22,ASA,6,0,6,1988
22,AUS,180,72,252,1988
22,AUT,66,7,73,1988
22,BAH,12,4,16,1988
22,BAN,6,0,6,1988
22,BAR,16,1,17,1988
22,BEL,35,24,59,1988
22,BEN,6,1,7,1988
22,BER,11,1,12,1988
22,BHU,3,0,3,1988
22,BIZ,10,0,10,1988
22,BOL,6,1,7,1988
22,BOT,8,0,8,1988
22,BRA,127,33,160,1988
22,BRN,7,0,7,1988
22,BUL,104,68,172,1988
22,BUR,5,1,6,1988
22,CAF,15,0,15,1988
22,CAN,223,105,328,1988
22,CAY,7,1,8,1988
22,CGO,5,2,7,1988
22,CHA,6,0,6,1988
22,CHI,16,1,17,1988
22,CHN,149,124,273,1988
22,CIV,11,17,28,1988
22,CMR,13,2,15,1988
22,COD,13,2,15,1988
22,COK,6,1,7,1988
22,COL,34,6,40,1988
22,CRC,9,7,16,1988
22,CYP,7,2,9,1988
22,DEN,57,21,78,1988
22,DJI,6,0,6,1988
22,DOM,15,1,16,1988
22,ECU,10,3,13,1988
22,EGY,48,1,49,1988
22,ESA,5,1,6,1988
22,ESP,200,29,229,1988
22,FIJ,19,4,23,1988
22,FIN,59,19,78,1988
22,FRA,192,74,266,1988
22,FRG,244,103,347,1988
22,GAB,1,1,2,1988
22,GAM,5,1,6,1988
22,GBR,219,126,345,1988
22,GDR,157,102,259,1988
22,GEQ,4,2,6,1988
22,GHA,10,6,16,1988
22,GRE,44,12,56,1988
22,GRN,4,2,6,1988
22,GUA,25,3,28,1988
22,GUI,6,0,6,1988
22,GUM,14,5,19,1988
22,GUY,7,1,8,1988
22,HAI,3,1,4,1988
22,HKG,38,10,48,1988
22,HON,7,1,8,1988
22,HUN,152,36,188,1988
22,INA,23,6,29,1988
22,IND,39,7,46,1988
22,IRI,23,0,23,1988
22,IRL,52,9,61,1988
22,IRQ,27,0,27,1988
22,ISL,28,4,32,1988
22,ISR,14,4,18,1988
22,ISV,19,3,22,1988
22,ITA,212,41,253,1988
22,IVB,3,0,3,1988
22,JAM,24,11,35,1988
22,JOR,5,2,7,1988
22,JPN,186,69,255,1988
22,KEN,70,4,74,1988
22,KOR,269,132,401,1988
22,KSA,9,0,9,1988
22,KUW,25,0,25,1988
22,LAO,2,1,3,1988
22,LBA,6,0,6,1988
22,LBN,19,2,21,1988
22,LBR,7,1,8,1988
22,LES,6,0,6,1988
22,LIE,9,3,12,1988
22,LUX,5,3,8,1988
22,MAR,24,3,27,1988
22,MAS,5,4,9,1988
22,MAW,16,0,16,1988
22,MDV,7,0,7,1988
22,MEX,66,17,83,1988
22,MGL,24,4,28,1988
22,MLI,5,1,6,1988
22,MLT,5,1,6,1988
22,MON,8,1,9,1988
22,MOZ,6,2,8,1988
22,MRI,6,2,8,1988
22,MTN,6,0,6,1988
22,MYA,0,2,2,1988
22,NED,93,54,147,1988
22,NEP,13,3,16,1988
22,NGR,61,8,69,1988
22,NIG,6,0,6,1988
22,NOR,44,25,69,1988
22,NZL,67,16,83,1988
22,OMA,8,0,8,1988
22,PAK,30,0,30,1988
22,PAN,6,0,6,1988
22,PAR,10,0,10,1988
22,PER,7,14,21,1988
22,PHI,26,5,31,1988
22,PNG,9,2,11,1988
22,POL,111,32,143,1988
22,POR,55,10,65,1988
22,PUR,44,3,47,1988
22,QAT,10,0,10,1988
22,ROU,32,36,68,1988
22,RWA,3,3,6,1988
22,SAM,11,0,11,1988
22,SEN,22,1,23,1988
22,SGP,7,1,8,1988
22,SLE,11,1,12,1988
22,SMR,11,0,11,1988
22,SOL,4,0,4,1988
22,SOM,5,0,5,1988
22,SRI,4,2,6,1988
22,SUD,8,0,8,1988
22,SUI,72,27,99,1988
22,SUR,4,2,6,1988
22,SWE,147,37,184,1988
22,SWZ,11,0,11,1988
22,SYR,13,0,13,1988
22,TAN,10,0,10,1988
22,TCH,110,53,163,1988
22,TGA,4,1,5,1988
22,THA,12,2,14,1988
22,TOG,6,0,6,1988
22,TPE,43,18,61,1988
22,TTO,4,2,6,1988
22,TUN,39,2,41,1988
22,TUR,36,5,41,1988
22,UAE,12,0,12,1988
22,UGA,20,4,24,1988
22,URS,319,162,481,1988
22,URU,14,1,15,1988
22,USA,332,195,527,1988
22,VAN,3,1,4,1988
22,VEN,15,2,17,1988
22,VIE,8,1,9,1988
22,VIN,5,1,6,1988
22,YAR,8,0,8,1988
22,YMD,5,0,5,1988
22,YUG,117,38,155,1988
22,ZAM,29,0,29,1988
22,ZIM,23,6,29,1988
23,AHO,3,1,4,1992
23,ALB,5,2,7,1992
23,ALG,33,2,35,1992
23,AND,7,1,8,1992
23,ANG,25,3,28,1992
23,ANT,9,4,13,1992
23,ARG,67,17,84,1992
23,ARU,4,1,5,1992
23,ASA,3,0,3,1992
23,AUS,187,92,279,1992
23,AUT,71,31,102,1992
23,BAH,12,2,14,1992
23,BAN,5,1,6,1992
23,BAR,16,1,17,1992
23,BEL,43,25,68,1992
23,BEN,4,2,6,1992
23,BER,14,6,20,1992
23,BHU,3,3,6,1992
23,BIH,6,4,10,1992
23,BIZ,9,1,10,1992
23,BOL,8,5,13,1992
23,BOT,6,0,6,1992
23,BRA,132,50,182,1992
23,BRN,10,0,10,1992
23,BUL,87,51,138,1992
23,BUR,4,0,4,1992
23,CAF,13,2,15,1992
23,CAN,179,116,295,1992
23,CAY,10,0,10,1992
23,CGO,6,1,7,1992
23,CHA,5,1,6,1992
23,CHI,9,3,12,1992
23,CHN,117,127,244,1992
23,CIV,8,5,13,1992
23,CMR,3,5,8,1992
23,COD,15,2,17,1992
23,COK,2,0,2,1992
23,COL,46,3,49,1992
23,CRC,11,5,16,1992
23,CRO,36,3,39,1992
23,CUB,126,50,176,1992
23,CYP,13,4,17,1992
23,DEN,77,33,110,1992
23,DJI,8,0,8,1992
23,DOM,30,2,32,1992
23,ECU,6,7,13,1992
23,EGY,72,3,75,1992
23,ESA,3,1,4,1992
23,ESP,296,125,421,1992
23,EST,33,4,37,1992
23,ETH,14,6,20,1992
23,EUN,310,165,475,1992
23,FIJ,14,4,18,1992
23,FIN,60,28,88,1992
23,FRA,241,98,339,1992
23,GAB,4,1,5,1992
23,GAM,5,0,5,1992
23,GBR,229,142,371,1992
23,GEQ,5,2,7,1992
23,GER,300,163,463,1992
23,GHA,32,2,34,1992
23,GRE,56,14,70,1992
23,GRN,3,1,4,1992
23,GUA,12,2,14,1992
23,GUI,6,2,8,1992
23,GUM,16,6,22,1992
23,GUY,5,1,6,1992
23,HAI,7,0,7,1992
23,HKG,28,10,38,1992
23,HON,7,3,10,1992
23,HUN,159,58,217,1992
23,INA,27,15,42,1992
23,IND,46,6,52,1992
23,IOA,39,19,58,1992
23,IRI,36,0,36,1992
23,IRL,49,9,58,1992
23,IRQ,8,0,8,1992
23,ISL,24,3,27,1992
23,ISR,25,5,30,1992
23,ISV,20,5,25,1992
23,ITA,228,76,304,1992
23,IVB,4,0,4,1992
23,JAM,22,14,36,1992
23,JOR,3,1,4,1992
23,JPN,175,81,256,1992
23,KEN,40,9,49,1992
23,KOR,154,72,226,1992
23,KSA,9,0,9,1992
23,KUW,32,0,32,1992
23,LAO,6,0,6,1992
23,LAT,25,9,34,1992
23,LBA,5,0,5,1992
23,LBN,12,0,12,1992
23,LES,5,1,6,1992
23,LIE,4,3,7,1992
23,LTU,36,11,47,1992
23,LUX,5,1,6,1992
23,MAD,8,5,13,1992
23,MAR,43,1,44,1992
23,MAS,26,0,26,1992
23,MAW,3,1,4,1992
23,MDV,6,1,7,1992
23,MEX,76,26,102,1992
23,MGL,27,6,33,1992
23,MLI,3,2,5,1992
23,MLT,3,3,6,1992
23,MON,1,1,2,1992
23,MOZ,3,3,6,1992
23,MRI,6,7,13,1992
23,MTN,6,0,6,1992
23,MYA,1,3,4,1992
23,NAM,5,1,6,1992
23,NCA,7,1,8,1992
23,NED,117,84,201,1992
23,NEP,1,1,2,1992
23,NGR,32,23,55,1992
23,NIG,3,0,3,1992
23,NOR,51,32,83,1992
23,NZL,92,42,134,1992
23,OMA,5,0,5,1992
23,PAK,27,0,27,1992
23,PAN,5,0,5,1992
23,PAR,24,3,27,1992
23,PER,12,4,16,1992
23,PHI,24,2,26,1992
23,PNG,12,1,13,1992
23,POL,149,52,201,1992
23,POR,68,22,90,1992
23,PRK,36,28,64,1992
23,PUR,65,6,71,1992
23,QAT,28,0,28,1992
23,ROU,105,68,173,1992
23,RSA,68,25,93,1992
23,RWA,7,3,10,1992
23,SAM,5,0,5,1992
23,SEN,18,2,20,1992
23,SEY,10,1,11,1992
23,SGP,11,3,14,1992
23,SLE,9,2,11,1992
23,SLO,29,6,35,1992
23,SMR,16,1,17,1992
23,SOL,1,0,1,1992
23,SRI,5,6,11,1992
23,SUD,6,0,6,1992
23,SUI,73,29,102,1992
23,SUR,5,1,6,1992
23,SWE,143,44,187,1992
23,SWZ,6,0,6,1992
23,SYR,7,1,8,1992
23,TAN,9,0,9,1992
23,TCH,146,62,208,1992
23,TGA,5,0,5,1992
23,THA,23,23,46,1992
23,TOG,6,0,6,1992
23,TPE,23,8,31,1992
23,TTO,7,0,7,1992
23,TUN,11,2,13,1992
23,TUR,36,5,41,1992
23,UAE,13,0,13,1992
23,UGA,6,2,8,1992
23,URU,16,0,16,1992
23,USA,355,190,545,1992
23,VAN,4,2,6,1992
23,VEN,22,4,26,1992
23,VIE,2,5,7,1992
23,VIN,4,2,6,1992
23,YEM,8,0,8,1992
23,ZAM,8,1,9,1992
23,ZIM,10,9,19,1992
24,AFG,2,0,2,1996
24,AHO,6,0,6,1996
24,ALB,3,4,7,1996
24,ALG,39,6,45,1996
24,AND,6,2,8,1996
24,ANG,13,15,28,1996
24,ANT,8,5,13,1996
24,ARG,132,47,179,1996
24,ARM,30,2,32,1996
24,ARU,3,0,3,1996
24,ASA,6,1,7,1996
24,AUS,250,167,417,1996
24,AUT,56,16,72,1996
24,AZE,20,3,23,1996
24,BAH,19,7,26,1996
24,BAN,3,1,4,1996
24,BAR,11,2,13,1996
24,BDI,6,1,7,1996
24,BEL,41,20,61,1996
24,BEN,4,1,5,1996
24,BER,7,2,9,1996
24,BHU,1,1,2,1996
24,BIH,7,2,9,1996
24,BIZ,2,3,5,1996
24,BLR,91,66,157,1996
24,BOL,6,2,8,1996
24,BOT,7,0,7,1996
24,BRA,156,65,221,1996
24,BRN,5,0,5,1996
24,BRU,1,0,1,1996
24,BUL,74,36,110,1996
24,BUR,3,2,5,1996
24,CAF,3,2,5,1996
24,CAM,3,2,5,1996
24,CAN,152,151,303,1996
24,CAY,8,1,9,1996
24,CGO,3,2,5,1996
24,CHA,3,1,4,1996
24,CHI,16,5,21,1996
24,CHN,111,183,294,1996
24,CIV,10,1,11,1996
24,CMR,11,4,15,1996
24,COD,2,12,14,1996
24,COK,2,1,3,1996
24,COL,39,9,48,1996
24,COM,3,1,4,1996
24,CPV,2,1,3,1996
24,CRC,6,5,11,1996
24,CRO,75,9,84,1996
24,CUB,111,53,164,1996
24,CYP,15,2,17,1996
24,CZE,76,39,115,1996
24,DEN,54,65,119,1996
24,DJI,5,0,5,1996
24,DMA,4,2,6,1996
24,DOM,12,4,16,1996
24,ECU,17,2,19,1996
24,EGY,27,2,29,1996
24,ESA,6,2,8,1996
24,ESP,194,95,289,1996
24,EST,35,8,43,1996
24,ETH,10,8,18,1996
24,FIJ,14,3,17,1996
24,FIN,47,29,76,1996
24,FRA,197,102,299,1996
24,GAB,6,1,7,1996
24,GAM,8,1,9,1996
24,GBR,184,116,300,1996
24,GBS,3,0,3,1996
24,GEO,27,7,34,1996
24,GEQ,4,1,5,1996
24,GER,279,187,466,1996
24,GHA,33,2,35,1996
24,GRE,87,34,121,1996
24,GRN,5,0,5,1996
24,GUA,25,1,26,1996
24,GUI,4,1,5,1996
24,GUM,6,2,8,1996
24,GUY,6,1,7,1996
24,HAI,7,0,7,1996
24,HKG,14,9,23,1996
24,HON,4,3,7,1996
24,HUN,147,66,213,1996
24,INA,23,17,40,1996
24,IND,40,9,49,1996
24,IRI,17,1,18,1996
24,IRL,62,16,78,1996
24,IRQ,3,0,3,1996
24,ISL,5,4,9,1996
24,ISR,18,7,25,1996
24,ISV,6,6,12,1996
24,ITA,236,104,340,1996
24,IVB,7,0,7,1996
24,JAM,27,19,46,1996
24,JOR,3,2,5,1996
24,JPN,157,149,306,1996
24,KAZ,72,24,96,1996
24,KEN,42,10,52,1996
24,KGZ,26,7,33,1996
24,KOR,190,113,303,1996
24,KSA,29,0,29,1996
24,KUW,25,0,25,1996
24,LAO,4,1,5,1996
24,LAT,34,13,47,1996
24,LBA,5,0,5,1996
24,LBN,0,1,1,1996
24,LBR,4,1,5,1996
24,LCA,5,1,6,1996
24,LES,5,4,9,1996
24,LIE,0,2,2,1996
24,LTU,45,16,61,1996
24,LUX,2,4,6,1996
24,MAD,4,7,11,1996
24,MAR,32,2,34,1996
24,MAS,32,3,35,1996
24,MAW,2,0,2,1996
24,MDA,35,5,40,1996
24,MDV,5,1,6,1996
24,MEX,71,27,98,1996
24,MGL,12,4,16,1996
24,MKD,8,3,11,1996
24,MLI,1,2,3,1996
24,MLT,4,3,7,1996
24,MON,2,1,3,1996
24,MOZ,2,1,3,1996
24,MRI,21,5,26,1996
24,MTN,4,0,4,1996
24,MYA,2,1,3,1996
24,NAM,6,2,8,1996
24,NCA,25,1,26,1996
24,NED,137,102,239,1996
24,NEP,3,3,6,1996
24,NGR,49,16,65,1996
24,NIG,2,1,3,1996
24,NOR,42,55,97,1996
24,NRU,3,0,3,1996
24,NZL,66,29,95,1996
24,OMA,4,0,4,1996
24,PAK,23,1,24,1996
24,PAN,5,2,7,1996
24,PAR,6,1,7,1996
24,PER,15,14,29,1996
24,PHI,8,4,12,1996
24,PLE,1,0,1,1996
24,PNG,11,0,11,1996
24,POL,126,39,165,1996
24,POR,83,24,107,1996
24,PRK,15,9,24,1996
24,PUR,47,22,69,1996
24,QAT,12,0,12,1996
24,ROU,98,67,165,1996
24,RSA,64,20,84,1996
24,RUS,232,158,390,1996
24,RWA,4,0,4,1996
24,SAM,4,1,5,1996
24,SCG,59,9,68,1996
24,SEN,11,0,11,1996
24,SEY,8,1,9,1996
24,SGP,9,5,14,1996
24,SKN,4,6,10,1996
24,SLE,10,4,14,1996
24,SLO,25,12,37,1996
24,SMR,6,1,7,1996
24,SOL,3,1,4,1996
24,SOM,4,0,4,1996
24,SRI,5,4,9,1996
24,STP,1,1,2,1996
24,SUD,4,0,4,1996
24,SUI,72,43,115,1996
24,SUR,5,2,7,1996
24,SVK,58,13,71,1996
24,SWE,111,66,177,1996
24,SWZ,5,1,6,1996
24,SYR,6,1,7,1996
24,TAN,6,1,7,1996
24,TGA,4,1,5,1996
24,THA,25,12,37,1996
24,TJK,6,2,8,1996
24,TKM,4,3,7,1996
24,TOG,5,0,5,1996
24,TPE,32,42,74,1996
24,TTO,8,4,12,1996
24,TUN,45,6,51,1996
24,TUR,44,9,53,1996
24,UAE,4,0,4,1996
24,UGA,7,3,10,1996
24,UKR,146,85,231,1996
24,URU,12,2,14,1996
24,USA,375,273,648,1996
24,UZB,63,8,71,1996
24,VAN,3,1,4,1996
24,VEN,34,5,39,1996
24,VIE,3,3,6,1996
24,VIN,7,1,8,1996
24,YEM,4,0,4,1996
24,ZAM,7,1,8,1996
24,ZIM,12,1,13,1996
25,AHO,6,1,7,2000
25,ALB,2,2,4,2000
25,ALG,37,10,47,2000
25,AND,3,2,5,2000
25,ANG,15,15,30,2000
25,ANT,2,1,3,2000
25,ARG,98,45,143,2000
25,ARM,23,2,25,2000
25,ARU,3,2,5,2000
25,ASA,3,1,4,2000
25,AUS,341,276,617,2000
25,AUT,55,37,92,2000
25,AZE,25,6,31,2000
25,BAH,16,9,25,2000
25,BAN,2,3,5,2000
25,BAR,12,6,18,2000
25,BDI,5,1,6,2000
25,BEL,36,32,68,2000
25,BEN,3,1,4,2000
25,BER,4,2,6,2000
25,BHU,1,1,2,2000
25,BIH,7,2,9,2000
25,BIZ,1,1,2,2000
25,BLR,72,67,139,2000
25,BOL,3,2,5,2000
25,BOT,7,0,7,2000
25,BRA,106,92,198,2000
25,BRN,2,2,4,2000
25,BRU,2,0,2,2000
25,BUL,52,39,91,2000
25,BUR,3,1,4,2000
25,CAF,1,2,3,2000
25,CAM,2,2,4,2000
25,CAN,150,144,294,2000
25,CAY,1,2,3,2000
25,CGO,3,2,5,2000
25,CHA,1,1,2,2000
25,CHI,43,7,50,2000
25,CHN,91,180,271,2000
25,CIV,7,7,14,2000
25,CMR,25,9,34,2000
25,COD,1,1,2,2000
25,COK,1,1,2,2000
25,COL,25,19,44,2000
25,COM,1,1,2,2000
25,CPV,1,1,2,2000
25,CRC,5,2,7,2000
25,CRO,63,25,88,2000
25,CUB,147,82,229,2000
25,CYP,17,5,22,2000
25,CZE,86,33,119,2000
25,DEN,53,44,97,2000
25,DJI,1,1,2,2000
25,DMA,2,2,4,2000
25,DOM,11,2,13,2000
25,ECU,7,3,10,2000
25,EGY,74,15,89,2000
25,ERI,2,1,3,2000
25,ESA,4,4,8,2000
25,ESP,216,105,321,2000
25,EST,31,2,33,2000
25,ETH,15,11,26,2000
25,FIJ,4,3,7,2000
25,FIN,40,30,70,2000
25,FRA,211,125,336,2000
25,FSM,3,2,5,2000
25,GAB,3,2,5,2000
25,GAM,1,1,2,2000
25,GBR,181,129,310,2000
25,GBS,2,1,3,2000
25,GEO,27,9,36,2000
25,GEQ,2,2,4,2000
25,GER,241,181,422,2000
25,GHA,16,6,22,2000
25,GRE,82,58,140,2000
25,GRN,2,1,3,2000
25,GUA,14,1,15,2000
25,GUI,3,3,6,2000
25,GUM,5,2,7,2000
25,GUY,3,1,4,2000
25,HAI,3,2,5,2000
25,HKG,19,12,31,2000
25,HON,18,2,20,2000
25,HUN,109,69,178,2000
25,INA,27,20,47,2000
25,IND,44,21,65,2000
25,IOA,3,1,4,2000
25,IRI,32,1,33,2000
